date,headline,ratings,reviews
16 March 2021,"""funny"" psychology for twelve-year teenagers...",3.0,"Not worth it for that time.... ""Comedy"" for children."
15 January 2021,Intriguing,10.0,"A bright world, with a sinister, almost horror undertone, this show plays effortlessly with the American zeitgeist around the TV eras it portrays. For modern audiences, shows like Leave It to Beaver are no longer as rosy as they were once supposed to be, because we cannot help watching them with awareness of the societal problems that lay beneath the mask of that era. WandaVision brings that happy mask vs realistic uncertainty conflict to head several times in its first episodes. A great example of art imitating life as Marvel steps into its next phase and its superheroes continue to portray and mirror the uncertainties of the real world within their fictional ones."
7 March 2021,"Exciting, artistic and unnerving!",10.0,"I LOVED this show. People are saying it gets better after the third episode, but those initial episodes are excellent and so important to the show's set up. Also, something we've never really seen from Marvel before! The acting is brilliant (it has been criticised for being campy/cheesy but that is the literal point) and really dynamic as the show shifts over the course of the season. I loved how experimental it was, whilst still embedding all of the elements you'd expect from a marvel movie. I also enjoyed the really unnerving, Truman-show like elements, it was genuinely creepy at points. I read someone said that this show had nothing to add to the marvel cinematic universe but, without spoiling anything, I don't think they actually watched the whole series. By the end, I was so moved. It explored grief in such a complex and sincere way."
16 January 2021,Give it a chance,9.0,People giving negative reviews don't understand the concept of the show at all.. But I do have one genuine complaint from the show.. they shouldn't have took the route of 1 releasing one episode per week.. it will be very difficult for the show to keep the audience hooked for 1.5 months
17 January 2021,BORING,1.0,Stupidest thing I have seen in a long time. Not worth the time.
15 January 2021,Abbott and Costello moment for the MCU,1.0,You've gotta be kidding me. A mashup of Bewitched and Lucy in B&W with 2 formally serious Avengers. I want to retch.
17 January 2021,Confused,3.0,Very disappointed that the show is only 22-24 minutes long with over 6 minutes of end credits. Seriously this show is an overrated joke.
24 June 2021,Entertaining,9.0,
29 March 2021,AMAZING JUST AMAZING,8.0,Me and my family watched it every time a new episode releases one of the best shows I have ever watched and the plot is fantastic I don't want to write spoilers. Watch it just watch it.
6 March 2021,Great Series!,8.0,"The first three episodes are kind of slow, but once you get to episode 4, a lot of stuff starts making sense. The show is cute, full of action, and a great Marvel series!"
18 January 2021,Wow,1.0,That was the worst episode of television I have ever seen
20 January 2021,I love it,9.0,"Just my take, something more then a braindead actionseries, I love the setting, the acting and the mystery, I think this will be awesome. If you expect standard action superheroes then settle your mind for something else."
25 March 2021,Satisfying,9.0,"In general, the new style in Marvel shows and good acting are the positive points."
16 January 2021,meh,2.0,From the trailer I guessed she was stuck in an illusion of some nefarious organization or a delusion or her own making. From the whole first two episodes I pretty sure I know which one it is. That's it. They haven't introduced any characters beyond their names. Its rather dull. They had fully developed characters they could've started of with a bang. but meh.
16 June 2022,Disney ruins,6.0,
15 January 2021,Amazing Shake up to the usual,10.0,"Okay so seen a lot of people giving this 1's because it doesn't follow the normal MCU model. As someone who was personally getting bored of watching the same type of films over and over again in the MCU this was super refreshing. I adore the creativity of the show and I cannot wait to see how it will ramp up the stakes in the coming weeks.

It's certainly not for everyone and you definitely need an open mind going in - if you come in expecting big explosions like the usual MCU films you're going to be sorely disappointed."
25 March 2021,Something different but great.,9.0,"If you go into WandaVision with an open mind, and you're at all a fan of The Twilight Zone, Black Mirror, or Electric Dreams, then you're really going to enjoy this side dish of a show to the MCU. My only complaint is episode length and count, which makes me believe you could supercut this into a film and it would make a great singular watch."
