date,ratings,text,negative_score,positive_score,sentiment
2021-01-16,10,great pay attention details something mysterious happening clues everywhere hidden within obvious mirage classic american sitcoms acting within setting spot possible obvious people didnt understand either paying attention interested non stop action continues marvels run shaking superhero genre dc better take notice marvel light years ahead curve,0.076,0.351,POSITIVE
2021-08-03,6,elizabeth olsen worthy scarlet witch nice mcu series good acting cgi vfx overally acceptable cases good development ruined abominable first three episodes slightly average next three one gem episode thats eighth one ninth finale battle generic sadly ever ending post credits finale dont help wandavision possible continuation next dr strange cause opinion character scarlet witch much yet offer deserves whole series course potential second season goes monica rambeau didnt shine whose amazing powers left shelf limbo,0.202,0.272,POSITIVE
2021-01-16,10,great first two episodes people complaining people rating show two episodes people change thier ratings like changed game thrones rating back rating great fun far new original cant wait episode,0.027,0.608,POSITIVE
2021-03-17,7,complicated series quite fine easter eggs point story confusing know prologue doctor strange buildup wanda villain characteristic backstory poor usual marvel seriously thanos villain made sense promising whatever watch doctor strange go ahead good though top class,0.308,0.33,POSITIVE
2021-03-15,5,seen whole series great alright show could better needs story,0.0,0.64,POSITIVE
2021-07-04,10,love fantastic show every actor excellent job happy biggest fan mcu,0.0,0.865,POSITIVE
2021-01-15,3,pure cringe real struggle watch people saying review show well im going watching painfully boring packed full cringe name earl stuck sitcom idea much better,0.458,0.051,NEGATIVE
2021-02-20,1,literally gets worse every episode episode ehhh best starting episode getting really terrible show went eh something watch fridays guess wish never existed recap beginning episode nothing happened last time watched minutes cherry top travesty hey iron man jealous darcys hacking skills,0.179,0.346,POSITIVE
2021-01-26,8,sense david lynch show although surface show appears flat shallow underlying darkness intrigues methinks reality presented reality viewers need patient sure revealed,0.079,0.167,POSITIVE
2021-01-24,4,cumbersome slow unmemorable worst show ever needs development disappointed,0.821,0.0,NEGATIVE
2021-02-01,9,great series disguise patience pays series starts slowly develops amazingly great way introduce mysterious series without giving much away looking forward rest season,0.073,0.581,POSITIVE
2021-01-16,10,far good okay two episodes rating stars probably premature gotta say incredibly well done im sorry people low attention spans get bored color crazy action storyline filmography standpoint im hooked done well like im watching 50s 60s tv show brief moments theres clear breakthrough somethings different subtle like camera work change youll see flash color level depth makes show incredible patient guys lot faith invested already,0.088,0.312,POSITIVE
2021-11-04,10,patient good fantastic show every actor excellent job happy biggest fan mcu,0.0,0.866,POSITIVE
2021-04-18,10,episode interesting personally like lot fantasy movies movie one best movies saw,0.0,0.744,POSITIVE
2021-02-23,10,masterpiece loved show amazing series well done marvel,0.0,0.888,POSITIVE
2021-01-22,1,even worth try wish could delete fake troll star votes actually votes im really generous,0.139,0.368,POSITIVE
2021-01-24,3,get dont get seen shows format years back kind reminds love lucy worse really fun jokes laim think people watching cause marvel stuff marvel universe things ive seen far first episodes might wait someone give spoiler dont think ill finish show,0.054,0.372,POSITIVE
2021-01-22,7,wandavision franchise every film accessible predictable brave product difficult wandavision still evaluate without doubt said daring peculiar project marvel studios ever come,0.385,0.245,NEGATIVE
2021-05-14,10,pure entertainment bliss need wandavision billed marketed marvel essentially acid trip subversive response martin scorseses criticisms mcus cookie cutter notions formulae wandavision wound probably however certainly fulfilled ultimate goal waiting week week see would happen next pure entertainment political themes hammered head like mcu movies shows late production values absolutely top notch par anything probably ever made importantly relationship wanda vision feels organic whole show builds wandavision enough mystery baked wondering happens really going sucks something said disney marvel making high quality production simply entertains opposed lecturing also pretty emotional left someone close tears end wandavision manages juxtapose notions mystery notions love along stereotypical action components belonging mcu loved,0.059,0.332,POSITIVE
2021-03-07,4,meh started interesting became pretty top silly towards end boring finale,0.473,0.296,NEGATIVE
2021-01-30,10,mindblowing episode released bet minds blown ending series also start whole new era mcu cant wait watch remaining episodes,0.0,0.0,NEGATIVE
2021-02-02,9,well thought tv show show best marvel show first heard thought going magic x men took completely different route instead wanda living supposedly normal life vision people may like show taken different direction urge watch show normal marvel action show family weird unpredictable marvel tv show,0.023,0.482,POSITIVE
2021-01-16,1,get took two favorite marvel characters turned corny disney channel show couldnt care less thanos shows virtual simulation vision back wakanda alive machines silly show boring nuff said,0.296,0.226,NEGATIVE
2021-02-10,10,non marvel wow episode show turning craziest thing marvel ever done paying big kudos lead actors,0.048,0.51,POSITIVE
2021-01-16,5,far uh alright show could better needs story,0.0,0.0,NEGATIVE
2021-02-05,10,amazing much definetly enjoyable watch breakdown videos read comics incredible either way,0.0,0.582,POSITIVE
2022-07-06,4,starts pretty well ends usual worst show ever needs development disappointed,0.722,0.12,NEGATIVE
